"2256 290 1", 1.60
"2256 288 1", 1.90
"3984 226 1", 2.10
"4512 218 1", 2.10
"1280 75 1", 2.30
"1536 207 1", 2.30
"1536 278 1", 2.30
"3664 36 1", 2.30
"3872 216 1", 2.30
"2064 206 1", 2.40
"3664 130 1", 2.40
"4464 181 1", 2.40
"2064 153 1", 2.50
"4272 131 1", 2.50
"2064 191 1", 2.60
"3200 105 1", 2.60
"4800 222 1", 2.60
"1424 209 1", 2.70
"4272 194 1", 2.70
"4272 65 1", 2.70
"4432 219 1", 2.70
"624 96 1", 2.70
"944 276 1", 2.70
"1152 300 1", 2.80
"1536 23 1", 2.80
"1552 294 1", 2.80
"1568 185 1", 2.80
"1712 229 1", 2.80
"3664 229 1", 2.80
"3840 228 1", 2.80
"4064 252 1", 2.80
"4064 65 1", 2.80
"864 132 1", 2.80
"1552 78 1", 2.90
"2016 295 1", 2.90
"2064 192 1", 2.90
"2144 228 1", 2.90
"2512 106 1", 2.90
"3200 195 1", 2.90
"3664 181 1", 2.90
"4432 266 1", 2.90
"912 212 1", 2.90
"3088 168 1", 3.00
"3232 164 1", 3.00
"3456 240 1", 3.00
"4016 116 1", 3.00
"416 77 1", 3.00
"4288 212 1", 3.00
"4544 249 1", 3.00
"4784 153 1", 3.00
"1328 250 1", 3.10
"1808 150 1", 3.10
"2016 294 1", 3.10
"2032 240 1", 3.10
"2144 299 1", 3.10
"2256 286 1", 3.10
"3248 269 1", 3.10
"3296 35 1", 3.10
"4128 219 1", 3.10
"4432 160 1", 3.10
"1152 112 1", 3.20
"1200 78 1", 3.20
"2128 134 1", 3.20
"2192 154 1", 3.20
"2336 194 1", 3.20
"3088 216 1", 3.20
"3424 223 1", 3.20
"3728 244 1", 3.20
"3984 92 1", 3.20
"4272 95 1", 3.20
"4368 251 1", 3.20
"864 20 1", 3.20
"1088 174 1", 3.30
"1552 134 1", 3.30
"2016 102 1", 3.30
"3088 60 1", 3.30
"3504 121 1", 3.30
"4144 293 1", 3.30
"4272 118 1", 3.30
"4432 265 1", 3.30
"4640 238 1", 3.30
"624 71 1", 3.30
"1136 248 1", 3.40
"1168 180 1", 3.40
"1728 114 1", 3.40
"1872 153 1", 3.40
"3536 104 1", 3.40
"3600 225 1", 3.40
"3840 106 1", 3.40
"3856 249 1", 3.40
"4128 55 1", 3.40
"4256 121 1", 3.40
"4432 250 1", 3.40
